Hash,Message,Hashes of parents,Is it merge,Modified files list
24bf79d2f01f373eafcb41eaa1279a13711eff25,"Run sanity checks, not .inspect(), on startup

Also fixes tests that did NOT like a call to run_until_complete in the Datasette() constructor.",da0b3ce2b76227f1cd0cfdd3df361712c17ddcd0,False,datasette/app.py;datasette/cli.py;tests/conftest.py
5d6b2c30f15c36bcf49906acda7f15ec6232c984,"Include views on homepage, fix table counts

If we have less than 5 tables we now also show one or more views in the
summary on the homepage.

Also corrected the logic for the row counts - we now count hidden and
visible tables separately.

Closes #373, Refs #460",e04511410f57e88c806455b9182a853bf07122a2,False,datasette/templates/index.html;datasette/views/index.py;tests/fixtures.py;tests/test_api.py;tests/test_html.py
79303163b249829182f2e8d8c2d45e4526aa174f,"Row count fix + sort index page databases alphabetically

Sorting alphabetically should fix a test failure in Python 3.5

Refs #460",5d6b2c30f15c36bcf49906acda7f15ec6232c984,False,datasette/views/index.py;tests/test_html.py
2ad9d15cd6901654e6801e2faa29e6fc08bae5fa,"Table counts now handles SQL Logic Error too

I tried running Datasette against 22 database files at once and ran into
a weird error where the table counts broke with an SQL Logic Error
exception. Easy fix: catch that exception too and treat it the same as a
regular Interrupted error.",b7fe722f0541c8c026e93dc59cfcff6c6201ddfd,False,datasette/app.py
12350e8b8a5e55f0fba14bb37ca725d751056c92,Fixed broken link to global-power-plants demo,8461b930d5d4d3a282289b6663b252037ebd45d3,False,docs/pages.rst
cccea85be6aaaeadb31f3b588ec7f732628815f5,"/-/databases sorts alphabetically

Should fix test failure in Python 3.5",0dad111d24856ee6012850dac19929a48dc0a59f,False,datasette/app.py
260085838887ee343f4d3b177c422e7aef5ade9d,Fixed some links,870f6dd55fc5e7bc2f9db4ab22f90b7a734e402a,False,docs/publish.rst
4246e138f9512686413e97878659ef953337e57b,Typo fix,e513a80afba30bca9eeebd71c5e6aa6d8a811f33,False,docs/performance.rst
70d2858067d3c4da0e17c1d39e03de89190e94b6,Doc typo fix (#479),4246e138f9512686413e97878659ef953337e57b,False,docs/performance.rst
de4503a136617697648473bc37780c6799eb4d98,Fix ?col__date= for columns with spaces,70d2858067d3c4da0e17c1d39e03de89190e94b6,False,datasette/filters.py
c902590ada636098a705502d78f51b2f92973350,Stack Overflow survey added to news,f12220b17de426a356a716c58768071fce1f741a,False,README.md
172da009d890aa029cff7138b4dcfd4f60948525,"Added ?_through= table argument, closes #355

Also added much more interesting many-to-many fixtures - roadside attractions!",c902590ada636098a705502d78f51b2f92973350,False,datasette/views/table.py;docs/json_api.rst;tests/fixtures.py;tests/test_api.py
bd4dbc8519c24c2799dfa5e69bb3dc37a3f3092e,"Rename InterruptedError => QueryInterrupted, closes #490",edb36629e7356f70f42b9d37fea5dfe9cc3c364a,False,datasette/app.py;datasette/database.py;datasette/facets.py;datasette/utils.py;datasette/views/base.py;datasette/views/table.py;docs/plugins.rst
de92c0513409e72af78e6796c47c8954fd47576e,Fixed duplicate function name,839e55bf0a5cc2ef4d47074b7d804f7f2d5accb3,False,tests/test_database.py
9c58d048ec4af8a35b680a5654c2a18985704f8b,"Fix pagination when sorted by expanded foreign key

Closes #489",f069950a143b97b384ec39a86db28e6f2830947d,False,datasette/views/table.py;tests/test_api.py
aa911122feab13f8e65875c98edb00fd3832b7b8,Fix typo in install step: should be install -e (#500),6ccfcefb782bbf86b87bf047d01b979782aa6d97,False,docs/contributing.rst
d4df640d187d01a0ee81c238082a690bbefd0800,"Refactored view class hierarchy, refs #272

See https://github.com/simonw/datasette/issues/272#issuecomment-502393107",aa911122feab13f8e65875c98edb00fd3832b7b8,False,datasette/views/base.py;datasette/views/database.py;datasette/views/index.py;datasette/views/special.py;datasette/views/table.py
ba8db9679f3bd2454c9e76e7e6c352126848b57a,"Port Datasette from Sanic to ASGI + Uvicorn (#518)

Datasette now uses ASGI internally, and no longer depends on Sanic.

It now uses Uvicorn as the underlying HTTP server.

This was thirteen months in the making... for full details see the issue:

https://github.com/simonw/datasette/issues/272

And for a full sequence of commits plus commentary, see the pull request:

https://github.com/simonw/datasette/pull/518",35429f90894321eda7f2db31b9ea7976f31f73ac,False,datasette/app.py;datasette/cli.py;datasette/renderer.py;datasette/tracer.py;datasette/utils/__init__.py;datasette/utils/asgi.py;datasette/views/base.py;datasette/views/database.py;datasette/views/index.py;datasette/views/special.py;datasette/views/table.py;pytest.ini;setup.py;tests/fixtures.py;tests/test_api.py;tests/test_csv.py;tests/test_html.py;tests/test_utils.py
a5591236c46f507b9e46b1b52e51d5f46ffd6913,"Install test dependencies so deploy can work

python tests/fixtures.py needs asgiref or it fails with an error",ba8db9679f3bd2454c9e76e7e6c352126848b57a,False,.travis.yml
f0d32da0a9af87bcb15e34e35424f0c0053be83a,"Switch to ~= dependencies, closes #532 (#536)

* Switch to ~= dependencies, closes #532
* Bump click and click-default-group
* imp. is deprecated, use types.ModuleType instead - thanks https://stackoverflow.com/a/32175781
* Upgrade to pytest 5",4d2fdafe39159c9a8aa83f7e9bfe768bbbbb56a3,False,datasette/utils/__init__.py;setup.py
25ff0a8ba6b2e3247a66048ad173ba5ed8a38b80,"Fix for accidentally leaking secrets in /-/metadata, closes #538",a2d45931935f6bb73605a94afedf9e78308c95d6,False,datasette/app.py;tests/test_plugins.py
fcfcae21e67cc15090942b1d2a47b5f016279337,"extra_template_vars plugin hook (#542)

* extra_template_vars plugin hook

Closes #541

* Workaround for cwd bug

Based on https://github.com/pytest-dev/pytest/issues/1235#issuecomment-175295691",a18e0964ecd04593f227616538a80dee08768057,False,datasette/hookspecs.py;datasette/views/base.py;datasette/views/index.py;datasette/views/special.py;docs/plugins.rst;tests/conftest.py;tests/fixtures.py;tests/test_plugins.py;tests/test_templates/show_json.html
912ce848b9fa8b1642c800b446f504518bc39f2a,"Fix nav display on 500 page, closes #545",787dd427de97dcbd0843611f1aef6d157d8bb0b6,False,datasette/templates/500.html
973f8f139df6ad425354711052cfc2256de2e522,"--plugin-secret option for datasette publish

Closes #543

Also added new --show-files option to publish now and publish cloudrun - handy for debugging.",2d04986c4438cdfd3bb9d156d9dfcf830cb87b49,False,datasette/publish/cloudrun.py;datasette/publish/common.py;datasette/publish/heroku.py;datasette/publish/now.py;datasette/utils/__init__.py;docs/datasette-publish-cloudrun-help.txt;docs/datasette-publish-heroku-help.txt;docs/datasette-publish-nowv1-help.txt;docs/plugins.rst;docs/publish.rst;tests/test_publish_cloudrun.py;tests/test_publish_heroku.py;tests/test_publish_now.py
fb7ee8e0ad59a15083234a48e935525f6e7257dd,Changelog for 0.29 release,973f8f139df6ad425354711052cfc2256de2e522,False,docs/changelog.rst;docs/custom_templates.rst;docs/performance.rst;docs/publish.rst
74ecf8a7cc45cabf369e510c7214f5ed85c8c6d8,"Fix static mounts using relative paths and prevent traversal exploits (#554)

Thanks, @abdusco! Closes #555",9ca860e54fe480d0a365c0c1d8d085926d12be1e,False,datasette/utils/__init__.py;datasette/utils/asgi.py;tests/test_html.py
5ed450a3328bd6a6a918474eeb5446d8a704df1c,Fixed breadcrumbs on custom query page,afc2e4260ab8b28e132c834185c5294fb27543f1,False,datasette/templates/query.html
90d4f497f9b3f6a5882937c91fddb496ac3e7368,"Fix plus test for unicode characters in custom query name, closes #558",5ed450a3328bd6a6a918474eeb5446d8a704df1c,False,datasette/utils/asgi.py;tests/fixtures.py;tests/test_api.py
a9453c4dda70bbf5122835e68f63db6ecbe1a6fc,"Fixed CodeMirror on database page, closes #560",6abe6faff6b035e9334dd05f8c741ae9b7a47440,False,datasette/templates/database.html
27cb29365c9f5f6f1492968d1268497193ed75a2,"Fix numerous typos (#561)

Thanks, @minho42!",a9453c4dda70bbf5122835e68f63db6ecbe1a6fc,False,datasette/_version.py;datasette/views/base.py;docs/changelog.rst;docs/metadata.rst;docs/performance.rst;versioneer.py
2dc5c8dc259a0606162673d394ba8cc1c6f54428,"detect_fts now works with alternative table escaping (#571)

Fixes #570. See also https://github.com/simonw/sqlite-utils/pull/57",f04deebec4f3842f7bd610cd5859de529f77d50e,False,datasette/utils/__init__.py;tests/test_utils.py
0fc8afde0eb5ef677f4ac31601540d6168c8208d,Changelog for 0.29.3 release,2dc5c8dc259a0606162673d394ba8cc1c6f54428,False,docs/changelog.rst
a314b761866d250c16f1ff6dd682010cf4181eb4,Added /-/threads debugging page,0fc8afde0eb5ef677f4ac31601540d6168c8208d,False,datasette/app.py;docs/introspection.rst
b6ad1fdc7068cb8248787843e7438d1f19fa2e3a,"Fixed bug returning non-ascii characters in CSV, closes #584",3e864b1625f3142e6ff084f9b41247f2f9f60f80,False,datasette/utils/asgi.py;tests/test_csv.py
b647b5efc29300f715ba656e41b0591f342938e1,"Fix for /foo v.s. /foo-bar issue, closes #597

Pull request #599",b6ad1fdc7068cb8248787843e7438d1f19fa2e3a,False,datasette/views/base.py;tests/fixtures.py;tests/test_api.py
3ca290e0db03bb4747e24203c445873f74512107,Fixed dumb error,f5f6cbe03cbf05737d848f44779372b5daa79a25,False,datasette/views/table.py
2bf7ce5f517d772a16d7855a35a8a75d4456aad7,"Fix CSV export for nullable foreign keys, closes #612",c3181d9a840dff7be8c990b21f5749db393a4ea0,False,datasette/views/base.py;tests/test_csv.py
ee330222f4c3ee66c2fe41ebc76fed56b9cb9a00,"Offer to format readonly SQL (#602)

Following discussion in #601, this PR adds a ""Format SQL"" button to
read-only SQL (if the SQL actually differs from the formatting result).

It also removes a console error on readonly SQL queries.

Thanks, @rixx!",2bf7ce5f517d772a16d7855a35a8a75d4456aad7,False,datasette/templates/_codemirror_foot.html
1c063fae9dba70f70244db010d55a18846640f07,"Test against Python 3.8 in Travis (#623)

* Test against Python 3.8 in Travis
* Avoid current_task warnings in Python 3.8",28c4a6db5b5e512db630d7ba6127196185de67c7,False,.travis.yml;datasette/tracer.py
42ee3e16a9ba7cc513b8da944cc1609a5407cf42,"Bump pint to 0.9 (#624)

This fixes 2 deprecation warnings in Python 3.8 - refs #623 #622",1c063fae9dba70f70244db010d55a18846640f07,False,setup.py
cf7776d36fbacefa874cbd6e5fcdc9fff7661203,"Support Python 3.8, stop supporting Python 3.5 (#627)

* Upgrade to uvicorn 0.10.4
* Drop support for Python 3.5
* Bump all dependencies to latest releases
* Update docs to reflect we no longer support 3.5
* Removed code that skipped black unit test on 3.5

Closes #622",5bc2570121aea8141ff88790e214765472882b08,False,.travis.yml;README.md;docs/contributing.rst;docs/installation.rst;setup.py;tests/test_black.py
f554be39fc14ddc18921ca29d3920d55aad03d46,ReST fix,1c518680e9692a9a77022af54f3de3e77fb1aaf4,False,docs/changelog.rst
a22c7761b61baa61b8e3da7d30887468d61d6b83,Fixed typo in release notes,16265f6a1a7c547e3925e0fc2d6b88754afb0435,False,docs/changelog.rst
848dec4deb0d3c140a4e0394cac45fbb2593349b,"Fix for datasette publish with just --source_url (#631)

Closes #572",bbd00e903cdd49067ecdbdb60a4d225833a44b05,False,datasette/templates/_description_source_license.html
f52451023025579ae9a13de4a7f00d69200184cd,"Fix ""publish heroku"" + upgrade to use Python 3.8.0

Closes #633. Closes #632.",848dec4deb0d3c140a4e0394cac45fbb2593349b,False,datasette/publish/heroku.py;tests/test_publish_heroku.py
a9909c29ccac771c23c2ef22b89d10697b5256b9,"Move .execute() from Datasette to Database

Refs #569 - I split this change out from #579",8fc9a5d877d26dbf2654e125f407ddd2fd767335,False,datasette/app.py;datasette/database.py
fd137da7f83c117b18e189707a1039e319dd5c91,"Suggest column facet only if at least one count > 1

Fixes #638",c16be14517414a94e1fdbd888e8a3ad0669e3bca,False,datasette/facets.py;tests/fixtures.py;tests/test_api.py;tests/test_csv.py
d6b6c9171f3fd945c4e5e4144923ac831c43c208,Include asyncio task information in /-/threads debug page,2039e78e589ae7c60f404fe84fb75eda1630104e,False,datasette/app.py;datasette/templates/show_json.html;datasette/views/special.py;docs/introspection.rst;tests/test_api.py
d54318fc7f2565e6121920ce1ea9cb8b700e629a,"Added template_debug setting, closes #654",ceef5ce684214a9b55d242043206cb10b13c878a,False,.travis.yml;datasette/app.py;datasette/views/base.py;docs/config.rst;tests/test_api.py;tests/test_html.py
3c861f363df02a59a67c59036278338e4760d2ed,"_search= queries now correctly escaped, fixes #651

Queries with reserved words or characters according to the SQLite
FTS5 query language could cause errors.

Queries are now escaped like so:

    dog cat => ""dog"" ""cat""",59e7014c8a0f4102d7dc79f517540c55c49e1554,False,datasette/plugins.py;datasette/sql_functions.py;datasette/utils/__init__.py;datasette/views/table.py;tests/test_api.py;tests/test_utils.py
0091dfe3e5a3db94af8881038d3f1b8312bb857d,"More reliable tie-break ordering for facet results

I was seeing a weird bug where the order of results running tests
on my laptop was inconsistent, causing pytest failures even though
the order of tests in Travis CI was fine.

I think the fix is to explicitly state how facet ordering ties on
the count should be resolved.",298a899e792ebd0cd82a5f01b613c31f19082e51,False,datasette/facets.py
be2265b0e811d0ac2875c2f748125c17b0f9289e,"Fix db-to-sqlite command in ecosystem doc page (#669)

Thanks, @adipasquale",7c6a9c35299f251f9abfb03fd8e85143e4361709,False,docs/ecosystem.rst
411056c4c43e74f2b3d0e3bc1175e7998516b1b3,"Only --reload on changes to immutable databases, closes #494",b031fe97636b80b05fec409ee1dffb7d044fd4e9,False,datasette/cli.py
78198df668e189d2c9afe5f922fe4277d84b2f30,Fixed incorrect target name,3041c6b6412bbe317f8b9afd6529a15954f2c47e,False,docs/internals.rst
1a77f30d3c40b1a6812da5d27ab35fa1acbd988b,Fixed typo,c9e6841482b299fceadc5ad548c2dbf58a8f1227,False,docs/internals.rst
0f8e91c68f2d2ad48efc8324b12762bf8b58facd,Documentation fix,1a77f30d3c40b1a6812da5d27ab35fa1acbd988b,False,docs/internals.rst
4933035b75607e60dc63f7977e2bd4fa771d8898,RST fix,613f6fad7249da547c06ebc46616aba0f74259a4,False,docs/plugins.rst
b796519da27dc6c30d490321bb449091974d3d38,Print exceptions if they occur in the write thread,dc80e779a2e708b2685fc641df99e6aae9ad6f97,False,datasette/database.py
be20e6991eac2baa9b43e9b26ae209bae805ede5,Changelog for 0.37.1,b796519da27dc6c30d490321bb449091974d3d38,False,docs/changelog.rst
af9cd4ca64652fae262e6f7b5d201f6e0adc989b,"Fixes for new --memory option, refs #694",ddd11b3ddd886d16867c134d73105895c5726cc7,False,datasette/publish/cloudrun.py;docs/datasette-publish-cloudrun-help.txt
e1a817411a20e3120943ee407503e53a7445c0db,Bump to click 7.1.1 to fix flaky tests,3d656f4b31e95047e0ffc1eaa7417a303ccce3c1,False,setup.py;tests/test_publish_cloudrun.py;tests/test_publish_heroku.py;tests/test_publish_now.py
a498d0fe6590f9bdbc4faf9e0dd5faeb3b06002c,"Fix bug with over-riding default sort, closes #702",236aa065b2ecfbe5a77870689bae432b89a48b23,False,datasette/views/table.py;tests/test_html.py
2a36dfa2a892122029f379722913469d71367925,"Fix for input type=search Webkit styling, closes #701",5f4aeb1f198e2e866a1eed6a7194842d77313ea8,False,datasette/static/app.css
a351d353bc0d6b0f737f789a0c2953e2531ed92d,"Fixed typo in GitHub Action configuration, refs #705",90015b26895fd2bd29676bc375f096102b0587ed,False,.github/workflows/deploy-latest.yml
99b1e919651c4be781aea162fe517e45f1f2a9c3,Fixed RST bug,dedd775512daee49925882654f252df61a9e3b6d,False,docs/config.rst
6aa516d82dea9885cb4db8d56ec2ccfd4cd9b840,"Run base_url tests against /fixtures/facetable too, refs #712",99b1e919651c4be781aea162fe517e45f1f2a9c3,False,tests/test_html.py
b07312c2b3bc7e4a9298c1f291f420bd92b6f842,"dedent SQL for neighborhood_search fixture

Makes this page a little prettier:
https://latest.datasette.io/fixtures/neighborhood_search",6717c719dd36dc2adc0f9da38a8c8e08129e96b4,False,tests/fixtures.py
09253817dea3c131553494f9b2eb9c03f94ae761,"Fix for missing view_name bug, closes #716",e0e7a0facfc935a835cd73c720bc46661462f0b1,False,datasette/views/base.py;datasette/views/database.py;tests/test_plugins.py
d55fe8cdfc2ce7bc6960bf2507766c1fcd1d31a7,"Fixed bug with Templates considered comment, closes #689",e89b0ef2f9ae89eb3bde83b694f21452ea4858da,False,datasette/app.py;datasette/views/base.py;tests/test_html.py
8da108193b08abf140716f8ac499f32309dfe9cf,Fixed a couple of spelling errors,edb39c91f75c97b6b55f1db6b7626e66cb8f2d45,False,docs/changelog.rst
d18086ae016caf14be0da7154ad92cf9d7bec060,Changelog badge,e37f4077c0f1cd09d4102213d4e2a512af471b8d,False,README.md
109c5a430d53fe38b1300e0daa20f5cef047a08e,"Update janus requirement from ~=0.4.0 to >=0.4,<0.6 (#734)

Updates the requirements on [janus](https://github.com/aio-libs/janus) to permit the latest version.
- [Release notes](https://github.com/aio-libs/janus/releases)
- [Changelog](https://github.com/aio-libs/janus/blob/master/CHANGES.rst)
- [Commits](https://github.com/aio-libs/janus/compare/v0.4.0...v0.5.0)

Signed-off-by: dependabot-preview[bot] <support@dependabot.com>

Co-authored-by: dependabot-preview[bot] <27856297+dependabot-preview[bot]@users.noreply.github.com>",e232f77055880b38cc0b738607cd50cde9188eaf,False,setup.py
aa064de3f400899dbf61f2d33a035fba4017596c,"Update jinja2 requirement from ~=2.10.3 to >=2.10.3,<2.12.0 (#722)

Updates the requirements on [jinja2](https://github.com/pallets/jinja) to permit the latest version.
- [Release notes](https://github.com/pallets/jinja/releases)
- [Changelog](https://github.com/pallets/jinja/blob/master/CHANGES.rst)
- [Commits](https://github.com/pallets/jinja/compare/2.10.3...2.11.1)

Signed-off-by: dependabot-preview[bot] <support@dependabot.com>

Co-authored-by: dependabot-preview[bot] <27856297+dependabot-preview[bot]@users.noreply.github.com>",109c5a430d53fe38b1300e0daa20f5cef047a08e,False,setup.py
c91fb9e3d4f0632d4ef25a21165739ab88a9d491,"Update pytest requirement from ~=5.2.2 to >=5.2.2,<5.5.0 (#721)

Updates the requirements on [pytest](https://github.com/pytest-dev/pytest) to permit the latest version.
- [Release notes](https://github.com/pytest-dev/pytest/releases)
- [Changelog](https://github.com/pytest-dev/pytest/blob/master/CHANGELOG.rst)
- [Commits](https://github.com/pytest-dev/pytest/compare/5.2.2...5.4.1)

Signed-off-by: dependabot-preview[bot] <support@dependabot.com>

Co-authored-by: dependabot-preview[bot] <27856297+dependabot-preview[bot]@users.noreply.github.com>",aa064de3f400899dbf61f2d33a035fba4017596c,False,setup.py
450d2e2896e07a8ce27f1cf143febe280c97301b,Fixed pytest warning about TestClient class,b314e088c59425122fb2b2abde8741010d9d274a,False,tests/test_config_dir.py;tests/test_plugins.py
cc872b1f50f1d2c0bc2d930c86a6644f154459dc,"Fixed rogue output in tests, closes #755",9424687e9e94401438896116898a071702b09d40,False,tests/test_database.py
5ab848f0b87ad2030088a7259fc1802316b90200,RST fix,545c71b6044bbf30caef04976cbd73d519d278a5,False,docs/internals.rst
9e6075d21facbfef565ffcdf160a558744fc1c2d,rST fixes for register_output_renderer docs,2d099ad9c657d2cab59de91cdb8bfed2da236ef6,False,docs/plugins.rst
da87e963bff24e47878a5bc2025c8bfc63d4bc93,"Test that plugin hooks are unit tested (xfail)

This currently fails using xfail. Closes 771.",41a0cd7b6afe0397efbbf27ad822679fc574811a,False,tests/test_plugins.py
50652f474b94e83d49ee15f219820cdbfc450f11,"Stop using .raw_args, deprecate and undocument it - refs #706",6d7cb02f00010d3cb4b4bac0460d41277652b80e,False,datasette/utils/asgi.py;datasette/views/database.py;datasette/views/table.py;docs/internals.rst
510c1989d43cd9b7c9f116ad161b7380220ac5d5,"Removed xfail, refs #773",6d95cb4f9146a5c4584a147bdf243c778a0f23f5,False,tests/test_plugins.py
21a8ffc82dcf5e8e5f484ce39ee9713f959e0ad5,Tip about referencing issues in release notes commit,7bb30c1f11f7246baf7bb6a229f6b93572c4cbe3,False,docs/contributing.rst
ca56c226a9f1b02e871d7d7b392619a805b7f1ed,"Renamed test_database.py to test_internals_database.py

Also added a db fixture to remove some boilerplate.",31fb006a9b05067a8eb2f774ad3a3b15b4565924,False,tests/test_internals_database.py
012c76901af65442e90eac4b36db43455e3c922f,"_ prefix for many private methods of Datasette, refs #576",ca56c226a9f1b02e871d7d7b392619a805b7f1ed,False,datasette/app.py;datasette/database.py
dfdbdf378aba9afb66666f66b78df2f2069d2595,"Added /-/permissions debug tool, closes #788

Also started the authentication.rst docs page, refs #786.

Part of authentication work, refs #699.",57cf5139c552cb7feab9947daa949ca434cc0a66,False,datasette/app.py;datasette/default_permissions.py;datasette/plugins.py;datasette/templates/permissions_debug.html;datasette/views/special.py;docs/authentication.rst;docs/index.rst;tests/test_auth.py
84a9c4ff75460f91c049bd30bba3cee1fd89d9e2,"CSRF protection (#798)

Closes #793.

* Rename RequestParameters to MultiParams, refs #799
* Allow tuples as well as lists in MultiParams, refs #799
* Use csrftokens when running tests, refs #799
* Use new csrftoken() function, refs https://github.com/simonw/asgi-csrf/issues/7
* Check for Vary: Cookie hedaer, refs https://github.com/simonw/asgi-csrf/issues/8",d96ac1d52cacf34bae09705eb8f9a0e3f81c426b,False,datasette/app.py;datasette/templates/messages_debug.html;datasette/templates/query.html;datasette/utils/__init__.py;datasette/views/base.py;setup.py;tests/fixtures.py;tests/test_canned_write.py;tests/test_utils.py
f786033a5f0098371cb1df1ce83959b27c588115,"Fixed 'datasette plugins' command, with tests - closes #802",033a1bb22c70a955d9fd1d3b4675a0e2e5c8b8cd,False,datasette/app.py;datasette/cli.py;tests/fixtures.py;tests/test_api.py;tests/test_cli.py;tests/test_utils.py
75c143a84cee2fad878c6318755582522b9afff3,"Fixed /-/plugins?all=1, refs #802",f786033a5f0098371cb1df1ce83959b27c588115,False,datasette/app.py;tests/test_api.py;tests/test_cli.py
9c563d6aed072f14d3d25f58e84659f9caa1a243,"Bump asgi-csrf to 0.5.1 for a bug fix

Refs https://github.com/simonw/asgi-csrf/issues/10",75c143a84cee2fad878c6318755582522b9afff3,False,setup.py
5ed2853cf3432a0f5a3511df8d2ffe9c6c79a584,Fix permissions documenation test,a1e801453aaeb540d2aea8cccb90b425af737c44,False,docs/authentication.rst
cd92e4fe2a47039a8c780e4e7183a0d2e7446884,"Fixed test name, this executes view-query, not execute-sql - refs #811",8571ce388a23dd98adbdc1b7eff6c6eef5a9d1af,False,tests/test_permissions.py
613fa551a1be31645deb0ece4b46638c181827e0,"Removed view-row permission, for the moment - refs #811

https://github.com/simonw/datasette/issues/811#issuecomment-640338347",cd92e4fe2a47039a8c780e4e7183a0d2e7446884,False,datasette/views/table.py;docs/authentication.rst;tests/test_html.py
dcec89270a2e3b9fabed93f1d7b9be3ef86e9ed2,"View list respects view-table permission, refs #811

Also makes a small change to the /fixtures.json JSON:

    ""views"": [""view_name""]

Is now:

    ""views"": [{""name"": ""view_name"", ""private"": true}]",9ac27f67fe346e753b562b711a2086e4c616d51d,False,datasette/templates/database.html;datasette/views/database.py;tests/test_permissions.py
e0a4664fbab5556454dac7f3c798253a34db2928,"Better example plugin for permission_allowed

Also fixed it so default permission checks run after plugin permission checks, refs #818",8205d58316ced1d5ae589b29a5a1b5ecb6257ab0,False,datasette/default_permissions.py;docs/authentication.rst;docs/plugins.rst
647c5ff0f3e8140f40d7f41f0874ce4e1f4df65c,"Fixed broken CSS on 404 page, closes #777",49d6d2f7b0f6cb02e25022e1c9403811f1fa0a7c,False,datasette/app.py;tests/test_html.py
d392dc1cfaeb8d2d7138d3d1d6aa0881f2f30589,Fixed test_table_not_exists_json test,647c5ff0f3e8140f40d7f41f0874ce4e1f4df65c,False,datasette/app.py
f5e79adf26d0daa3831e3fba022f1b749a9efdee,"register_routes() plugin hook (#819)

Fixes #215",d392dc1cfaeb8d2d7138d3d1d6aa0881f2f30589,False,datasette/app.py;datasette/hookspecs.py;datasette/utils/__init__.py;datasette/utils/asgi.py;docs/index.rst;docs/plugins.rst;tests/fixtures.py;tests/plugins/my_plugin.py;tests/test_plugins.py
f240970b834d595947c8d27d46d1f19b9119376d,"Fixed tests/fixtures.py, closes #804",56eb80a45925d804b443701e2c86315f194b5f7d,False,docs/contributing.rst;tests/fixtures.py
f3951539f1750698976359411e19c1ccb79210ed,Hopefully fix horizontal scroll with changelog on mobile,d94fc39e33b5eccae853e62f54bd8cc8e74688ff,False,docs/changelog.rst
d828abaddec0dce3ec4b4eeddc3a74384e52cf34,"Fix horizontal scrollbar on changelog, refs #828",f3951539f1750698976359411e19c1ccb79210ed,False,docs/_static/css/custom.css;docs/conf.py
57e812d5de9663a3c177e0344f4d1e552a74d484,"ds_author cookie can now expire, closes #829

Refs https://github.com/simonw/datasette-auth-github/issues/62#issuecomment-642152076",d828abaddec0dce3ec4b4eeddc3a74384e52cf34,False,datasette/actor_auth_cookie.py;datasette/views/special.py;docs/authentication.rst;docs/internals.rst;setup.py;tests/fixtures.py;tests/test_auth.py;tests/test_canned_write.py;tests/test_permissions.py
9f236c4c00689a022fd1d508f2b809ee2305927f,"Warn that register_facet_classes may change, refs #830

Also documented policy that plugin hooks should not be shipped without a real example. Refs #818",57e812d5de9663a3c177e0344f4d1e552a74d484,False,docs/contributing.rst;docs/plugins.rst
198545733b7a34d7b36ab6510ed30fb7687bcc7e,"Document that ""allow"": {} denies all

https://github.com/simonw/datasette/issues/831#issuecomment-642324847",9f236c4c00689a022fd1d508f2b809ee2305927f,False,docs/authentication.rst;tests/test_utils.py
29c5ff493ad7918b8fc44ea7920b41530e56dd5d,"view-instance permission for debug URLs, closes #833",09bf3c63225babe8e28cde880ca4399ca7dbd78b,False,datasette/views/special.py;tests/test_permissions.py
f39f11133126158e28780dee91bb9c7719ef5875,"Fixed actor_matches_allow bug, closes #836",29c5ff493ad7918b8fc44ea7920b41530e56dd5d,False,datasette/utils/__init__.py;tests/test_utils.py
308bcc8805236b8eb5a08d8045c84f68bd0ddf0e,Fixed test_permissions_debug,fba8ff6e76253af2b03749ed8dd6e28985a7fb8f,False,datasette/views/special.py;tests/test_permissions.py
ae99af25361c9248c721153922c623bd5f440159,"Fixed rST code formatting, refs #834",72ae975156a09619a808cdd03fddddcf62e6f533,False,docs/plugins.rst
a4ad5a504c161bc3b1caaa40b22e46d600f7d4fc,"Workaround for 'Too many open files' in test runs, refs #846",0c27f10f9d2124f0f534c25612b58be20441c9d8,False,tests/fixtures.py;tests/test_api.py
b59b92b1b0517cf18fa748ff9d0a0bf86298dd43,"Fix for tests - order was inconsistent, refs #852",0807c4200f6b31c804c476eb546ead3f875a2ecc,False,tests/test_canned_write.py;tests/test_html.py
64cc536b89b988b17e3ab853e4c64d9706543116,Don't include prereleases in changelog badge,b59b92b1b0517cf18fa748ff9d0a0bf86298dd43,False,README.md
d1640ba76b8f10830c56d8289f476fefde3bd1fb,Don't show prereleases on changelog badge,55a6ffb93c57680e71a070416baae1129a0243b8,False,docs/index.rst
e4216ff5035f57f2fb66031f105e41c3b9728bc1,Fixed rST warning,84cbf1766083a785f5ce5154d0805654a5314d10,False,docs/ecosystem.rst
1a5b7d318fa923edfcefd3df8f64dae2e9c49d3f,Fixed test I broke in #863,c5916cbffbf366d945cb2fed7b9fd8c5140e96d7,False,docs/changelog.rst;tests/test_plugins.py
335f26a0f7f00134f02ae0f001946580b0edecf5,"/fixtures/magic_parameters demo, refs #842",563f5a2d3ab30ad08daee38f5ec3ed6429ac9206,False,tests/fixtures.py;tests/test_html.py
b28657672f1023d32c4afbecd0e7232ab417bc88,"Added register_magic_plugins hook to changelog, refs #842",1f55a4a2b68fa65e56a28baeb7f44122fdeca7e7,False,docs/changelog.rst
35aee82c60b2c9a0185b934db5528c8bd11830f2,"Fixed 500 error with /favicon.ico, closes #874",22d932fafc3fa9af5a8f5eeab908688eaeb177ea,False,datasette/app.py;tests/test_html.py
